award_id,or
2235760, OR 
2331549, OR 
2202428, OR 
2334744, OR 
2221067, OR 
2349282, OR 
2304546, OR 
2205536, OR 
2342587, OR 
2223470, OR 
2324974, OR 
2244445, OR 
2234351, OR 
2221948, OR 
2225729, OR 
2201102, OR 
2327715, OR 
2316400, OR 
2316502, OR 
2409890, OR 
2221463, OR 
2221225, OR 
2308738, OR 
2201101, OR 
2227548, OR 
2316991, OR 
2201103, OR 
2243444, OR 
2324666, OR 
2246962, OR 
2201214, OR 
2140696, OR 
2215382, OR 
2331890, OR 
2200447, OR 
2222427, OR 
2236057, OR 
2216826, OR 
2318386, OR 
2235645, OR 
2318196, OR 
2324502, OR 
2243733, OR 
2240194, OR 
2226539, OR 
2219702, OR 
2316076, OR 
2309468, OR 
2144918, OR 
2152468, OR 
2147528, OR 
2308698, OR 
2145308, OR 
2242266, OR 
2218913, OR 
2322574, OR 
2337630, OR 
2305981, OR 
2216704, OR 
2324640, OR 
2216648, OR 
2216011, OR 
2216550, OR 
2315607, OR 
2310633, OR 
2240535, OR 
2310664, OR 
2333703, OR 
2239760, OR 
2150152, OR 
2348782, OR 
2242542, OR 
2321399, OR 
2329570, OR 
2305370, OR 
2306341, OR 
2241576, OR 
2219700, OR 
2326716, OR 
2309090, OR 
2322594, OR 
2138234, OR 
2230609, OR 
2242654, OR 
2314915, OR 
2150364, OR 
2115921, OR 
2216023, OR 
2241380, OR 
2321069, OR 
2314916, OR 
2228485, OR 
2153775, OR 
2338043, OR 
2246853, OR 
2148889, OR 
2324961, OR 
2244231, OR 
2143004, OR 
2339174, OR 
2405614, OR 
2327208, OR 
2314850, OR 
2314918, OR 
2314917, OR 
2210726, OR 
2210456, OR 
2244594, OR 
2219703, OR 
2218101, OR 
2237124, OR 
2218100, OR 
2244995, OR 
2334040, OR 
2143286, OR 
2340170, OR 
2215573, OR 
2313928, OR 
2239257, OR 
2226708, OR 
2241095, OR 
2315875, OR 
2315876, OR 
2217538, OR 
2247530, OR 
2315834, OR 
2216356, OR 
2315836, OR 
2242041, OR 
2322454, OR 
2216595, OR 
2334243, OR 
2247898, OR 
2315835, OR 
2314156, OR 
2246336, OR 
2244497, OR 
2217057, OR 
2314092, OR 
2314155, OR 
2315088, OR 
2315087, OR 
2149950, OR 
2314894, OR 
2334268, OR 
2237986, OR 
2334642, OR 
2313009, OR 
2231771, OR 
2346615, OR 
2219913, OR 
2315943, OR 
2217354, OR 
2315944, OR 
2327792, OR 
2327791, OR 
2327790, OR 
2225104, OR 
2243417, OR 
2225405, OR 
2313767, OR 
2348998, OR 
2244182, OR 
2344508, OR 
2149555, OR 
2210142, OR 
2313768, OR 
2221570, OR 
2153715, OR 
2221571, OR 
2329987, OR 
2323037, OR 
2244438, OR 
2243329, OR 
2244439, OR 
2317714, OR 
2148534, OR 
2321179, OR 
2223488, OR 
2305009, OR 
2303585, OR 
2144836, OR 
2304952, OR 
2317713, OR 
2145247, OR 
2403963, OR 
2332311, OR 
2204304, OR 
2333435, OR 
2222063, OR 
2225635, OR 
2205080, OR 
2240372, OR 
2243686, OR 
2205654, OR 
2205329, OR 
2205289, OR 
2331969, OR 
2300558, OR 
2314275, OR 
2213711, OR 
2330652, OR 
2135316, OR 
2320933, OR 
2219865, OR 
2314434, OR 
2315456, OR 
2241650, OR 
2337772, OR 
2228283, OR 
2342547, OR 
2214258, OR 
2241647, OR 
2314519, OR 
2241654, OR 
2226116, OR 
2230811, OR 
2333129, OR 
2230388, OR 
2334336, OR 
2223827, OR 
2243586, OR 
2311323, OR 
2223669, OR 
2302112, OR 
2240675, OR 
2327862, OR 
2329470, OR 
2228699, OR 
2215421, OR 
2341402, OR 
2226025, OR 
2317272, OR 
2201943, OR 
2322122, OR 
2201545, OR 
2154646, OR 
2220615, OR 
2329579, OR 
2316030, OR 
2302813, OR 
2231261, OR 
2302975, OR 
2148553, OR 
2333881, OR 
2324544, OR 
2144082, OR 
2337176, OR 
2144887, OR 
2238878, OR 
2143557, OR 
2218248, OR 
2229690, OR 
2216654, OR 
2235366, OR 
2229168, OR 
2234039, OR 
2145455, OR 
2339319, OR 
2145631, OR 
2322672, OR 
2315402, OR 
2239690, OR 
2334784, OR 
2327172, OR 
2328741, OR 
2243973, OR 
2218044, OR 
2305476, OR 
2224760, OR 
2240660, OR 
2227402, OR 
2406786, OR 
2306799, OR 
2217943, OR 
2305569, OR 
2245181, OR 
2322701, OR 
2322700, OR 
2322699, OR 
2142149, OR 
2219492, OR 
2219491, OR 
2137375, OR 
2216857, OR 
2224824, OR 
2140601, OR 
2140922, OR 
2204380, OR 
2329678, OR 
2324421, OR 
2245435, OR 
2150262, OR 
2243353, OR 
2349452, OR 
2244546, OR 
2239004, OR 
2135669, OR 
2335839, OR 
2315881, OR 
2324402, OR 
2222647, OR 
2311978, OR 
2222007, OR 
2143811, OR 
2329919, OR 
2402691, OR 
2211439, OR 
2224051, OR 
2310937, OR 
2225941, OR 
2322988, OR 
2315967, OR 
2311140, OR 
2331431, OR 
2233187, OR 
2331430, OR 
2200706, OR 
2152814, OR 
2331586, OR 
2331583, OR 
2331584, OR 
2242867, OR 
2238363, OR 
2231900, OR 
2318247, OR 
2204516, OR 
2209660, OR 
2338313, OR 
2331585, OR 
2142377, OR 
2228173, OR 
2306690, OR 
2331582, OR 
2145241, OR 
2235130, OR 
2305426, OR 
2332022, OR 
2303352, OR 
2340765, OR 
2146398, OR 
2218595, OR 
2144542, OR 
2150296, OR 
2340394, OR 
2332021, OR 
2321925, OR 
2141283, OR 
2147361, OR 
2332023, OR 
2224778, OR 
2215219, OR 
2240900, OR 
2309891, OR 
2216359, OR 
2316453, OR 
2325493, OR 
2325494, OR 
2210841, OR 
2217985, OR 
2145240, OR 
2333448, OR 
2222043, OR 
2304646, OR 
2210844, OR 
2210842, OR 
2210843, OR 
2212419, OR 
2247964, OR 
2225203, OR 
2213444, OR 
2133396, OR 
2141744, OR 
2212418, OR 
2152210, OR 
2137261, OR 
2144443, OR 
2310557, OR 
2201974, OR 
2141730, OR 
2141737, OR 
2329408, OR 
2235518, OR 
2235421, OR 
2124741, OR 
2348914, OR 
2236074, OR 
2217427, OR 
2228444, OR 
2329293, OR 
2225260, OR 
2235595, OR 
2306052, OR 
2142246, OR 
2218662, OR 
2303305, OR 
2341832, OR 
2401096, OR 
2320980, OR 
2228457, OR 
2226936, OR 
2239556, OR 
2225845, OR 
2150083, OR 
2235681, OR 
2410621, OR 
2326134, OR 
2325197, OR 
2309183, OR 
2318394, OR 
2321243, OR 
2314930, OR 
2315453, OR 
2236163, OR 
2236374, OR 
2318293, OR 
2313849, OR 
2221498, OR 
2203216, OR 
2222547, OR 
2234319, OR 
2314179, OR 
2149293, OR 
2333740, OR 
2217780, OR 
2225247, OR 
2334389, OR 
2150478, OR 
2216308, OR 
2318341, OR 
2247646, OR 
2148971, OR 
2216721, OR 
2134624, OR 
2317550, OR 
2336125, OR 
2204726, OR 
2346564, OR 
2147527, OR 
2310895, OR 
2237371, OR 
2215332, OR 
2154238, OR 
2334267, OR 
2318232, OR 
2243465, OR 
2152365, OR 
2237580, OR 
2314112, OR 
2230723, OR 
2325720, OR 
2235621, OR 
2144700, OR 
2309809, OR 
2229033, OR 
2201304, OR 
2153560, OR 
2319006, OR 
2332409, OR 
2242907, OR 
2313979, OR 
2332263, OR 
2213549, OR 
2213550, OR 
2242647, OR 
2314100, OR 
2328182, OR 
2153891, OR 
2327826, OR 
2124533, OR 
2224777, OR 
2321091, OR 
2227627, OR 
2243725, OR 
2143755, OR 
2145049, OR 
2206932, OR 
2405548, OR 
2215153, OR 
2309944, OR 
2145565, OR 
2222453, OR 
2334631, OR 
2232367, OR 
2228013, OR 
2243778, OR 
2305559, OR 
2328183, OR 
2308517, OR 
2227018, OR 
2238701, OR 
2340761, OR 
2210566, OR 
2237658, OR 
2330922, OR 
2330924, OR 
2330923, OR 
2321384, OR 
2230615, OR 
2245575, OR 
2213917, OR 
2241738, OR 
2339836, OR 
2230240, OR 
2140765, OR 
2235954, OR 
2331880, OR 
2328743, OR 
2331938, OR 
2331937, OR 
2344877, OR 
2229070, OR 
2332081, OR 
2217188, OR 
2149871, OR 
2227959, OR 
2203287, OR 
2225762, OR 
2316968, OR 
2332082, OR 
2224205, OR 
2224203, OR 
2154049, OR 
2204838, OR 
2243991, OR 
2201862, OR 
2225648, OR 
2244665, OR 
2138378, OR 
2140638, OR 
2224801, OR 
2144859, OR 
2224204, OR 
2324303, OR 
2308306, OR 
2324657, OR 
2230301, OR 
2243364, OR 
2228202, OR 
2224779, OR 
2225206, OR 
2329886, OR 
2235774, OR 
2215185, OR 
2331732, OR 
2321205, OR 
2113505, OR 
2205603, OR 
2309311, OR 
2309308, OR 
2309310, OR 
2146359, OR 
2329485, OR 
2322502, OR 
2323732, OR 
2240299, OR 
2244313, OR 
2317606, OR 
2331942, OR 
2228357, OR 
2229666, OR 
2319775, OR 
2349002, OR 
2135720, OR 
2342239, OR 
2241787, OR 
2217370, OR 
2241785, OR 
2316402, OR 
2228698, OR 
2228064, OR 
2241786, OR 
2231763, OR 
2231762, OR 
2320196, OR 
2308646, OR 
2231760, OR 
2231761, OR 
2201324, OR 
2343439, OR 
2316584, OR 
2345334, OR 
2348924, OR 
2150298, OR 
2146363, OR 
2145011, OR 
2145105, OR 
2333882, OR 
2241536, OR 
2245250, OR 
2140897, OR 
2201155, OR 
2325446, OR 
2225157, OR 
2150532, OR 
2236610, OR 
2230124, OR 
2335046, OR 
2338229, OR 
2149572, OR 
2244835, OR 
2244902, OR 
2331095, OR 
2150530, OR 
2346565, OR 
2147848, OR 
2345176, OR 
2236302, OR 
2138084, OR 
2323499, OR 
2309808, OR 
2204490, OR 
2335225, OR 
2244130, OR 
2238254, OR 
2236814, OR 
2213738, OR 
2231597, OR 
2303475, OR 
2215203, OR 
2217231, OR 
2326724, OR 
2138058, OR 
2235865, OR 
2243016, OR 
2228216, OR 
2150523, OR 
2239598, OR 
2138120, OR 
2137187, OR 
2144506, OR 
2231729, OR 
2141678, OR 
2142045, OR 
2141795, OR 
2141769, OR 
2233699, OR 
2233701, OR 
2233702, OR 
2244996, OR 
2147011, OR 
2222278, OR 
2210283, OR 
2342613, OR 
2238897, OR 
2210997, OR 
2312846, OR 
2230749, OR 
2233703, OR 
2224248, OR 
2326485, OR 
2224247, OR 
2146466, OR 
2138307, OR 
2348583, OR 
2413966, OR 
2100693, OR 
2414798, OR 
2305428, OR 
2245904, OR 
2329523, OR 
2236365, OR 
2150444, OR 
2220631, OR 
2307479, OR 
2141920, OR 
2327956, OR 
2145198, OR 
2228614, OR 
2246008, OR 
2238198, OR 
2242426, OR 
2246007, OR 
2247036, OR 
2246006, OR 
2246004, OR 
2318886, OR 
2129942, OR 
2215236, OR 
2342381, OR 
2208009, OR 
2203412, OR 
2232066, OR 
2317191, OR 
2234847, OR 
2303860, OR 
2229016, OR 
2309931, OR 
2330207, OR 
2310253, OR 
2310924, OR 
2246009, OR 
2230329, OR 
2246005, OR 
2148560, OR 
2148561, OR 
2146498, OR 
2221772, OR 
2317569, OR 
2140675, OR 
2242597, OR 
2221453, OR 
2136090, OR 
2345797, OR 
2202743, OR 
2149551, OR 
2240140, OR 
2215697, OR 
2216501, OR 
2302028, OR 
2150961, OR 
2220295, OR 
2212981, OR 
2334371, OR 
2325413, OR 
2313104, OR 
2235461, OR 
2245960, OR 
2245958, OR 
2321123, OR 
2245959, OR 
2201446, OR 
2217685, OR 
2340982, OR 
2310656, OR 
2223486, OR 
2212960, OR 
2316870, OR 
2335166, OR 
2147818, OR 
2327114, OR 
2230513, OR 
2240748, OR 
2208797, OR 
2145411, OR 
2143993, OR 
2142419, OR 
2240180, OR 
2314118, OR 
2244099, OR 
2217453, OR 
2224740, OR 
2223566, OR 
2341825, OR 
2150643, OR 
2336469, OR 
2204357, OR 
2148944, OR 
2143941, OR 
2317547, OR 
2233787, OR 
2225238, OR 
2334340, OR 
2233789, OR 
2233790, OR 
2233788, OR 
2149858, OR 
2149849, OR 
2149883, OR 
2243229, OR 
2211043, OR 
2150814, OR 
2220417, OR 
2345377, OR 
2218106, OR 
2237379, OR 
2241629, OR 
2229829, OR 
2152205, OR 
2152221, OR 
2207368, OR 
2151945, OR 
2152159, OR 
2152168, OR 
2152258, OR 
2317571, OR 
2341036, OR 
2223480, OR 
2324515, OR 
2324286, OR 
2145809, OR 
2209579, OR 
2239618, OR 
2238231, OR 
2240232, OR 
2330434, OR 
2314238, OR 
2349580, OR 
2205950, OR 
2110334, OR 
2334039, OR 
2342578, OR 
2324505, OR 
2218861, OR 
2321191, OR 
2152441, OR 
2334313, OR 
2310530, OR 
2234561, OR 
2324585, OR 
2300317, OR 
2126080, OR 
2146091, OR 
2228472, OR 
2245224, OR 
2341530, OR 
2312880, OR 
2318616, OR 
2318617, OR 
2236260, OR 
2148606, OR 
2223957, OR 
2349433, OR 
2301217, OR 
2236879, OR 
2210535, OR 
2312175, OR 
2244073, OR 
2345996, OR 
2303575, OR 
2208152, OR 
2326940, OR 
2231711, OR 
2310558, OR 
2204240, OR 
2323500, OR 
2204956, OR 
2210707, OR 
2327178, OR 
2236100, OR 
2318618, OR 
2318619, OR 
2234974, OR 
2316664, OR 
2146888, OR 
2317609, OR 
2234748, OR 
2130602, OR 
2336900, OR 
2246058, OR 
2222092, OR 
2212165, OR 
2301115, OR 
2301116, OR 
2316368, OR 
2316367, OR 
2316366, OR 
2240360, OR 
2240359, OR 
2323696, OR 
2142473, OR 
2137376, OR 
2322465, OR 
2235978, OR 
2244028, OR 
2219318, OR 
2338558, OR 
2243095, OR 
2308488, OR 
2330366, OR 
2242099, OR 
2235078, OR 
2207517, OR 
2150112, OR 
2200928, OR 
2327644, OR 
2323695, OR 
2153040, OR 
2345080, OR 
2217346, OR 
2216612, OR 
2316271, OR 
2217745, OR 
2319391, OR 
2246607, OR 
2314892, OR 
2244690, OR 
2328692, OR 
2308873, OR 
2236080, OR 
2309557, OR 
2222509, OR 
2331874, OR 
2145521, OR 
2405807, OR 
2340049, OR 
2332964, OR 
2200926, OR 
2230322, OR 
2242124, OR 
2153978, OR 
2238103, OR 
2328205, OR 
2228085, OR 
2225756, OR 
2214038, OR 
2217477, OR 
2143867, OR 
2142739, OR 
2319554, OR 
2246686, OR 
2207401, OR 
2300867, OR 
2327253, OR 
2214011, OR 
2304691, OR 
2148446, OR 
2316258, OR 
2338998, OR 
2315809, OR 
2143915, OR 
2217062, OR 
2221654, OR 
2147073, OR 
2225246, OR 
2237129, OR 
2318178, OR 
2104159, OR 
2220683, OR 
2337696, OR 
2150415, OR 
2208724, OR 
2237867, OR 
2301925, OR 
2137255, OR 
2403506, OR 
2328007, OR 
2415569, OR 
2217033, OR 
2239630, OR 
2321070, OR 
2338266, OR 
2217058, OR 
2317852, OR 
2317853, OR 
2317850, OR 
2317851, OR 
2317854, OR 
2210977, OR 
2208803, OR 
2202481, OR 
2216742, OR 
2237663, OR 
2229523, OR 
2147350, OR 
2154384, OR 
2242927, OR 
2231625, OR 
2229659, OR 
2308531, OR 
2222386, OR 
2201647, OR 
2312862, OR 
2320875, OR 
2232307, OR 
2234698, OR 
2243335, OR 
2315913, OR 
2326024, OR 
2326023, OR 
2317753, OR 
2317752, OR 
2153774, OR 
2142696, OR 
2152437, OR 
2213965, OR 
2321391, OR 
2300557, OR 
2218544, OR 
2143806, OR 
2336189, OR 
2225567, OR 
2340075, OR 
2214640, OR 
2316787, OR 
2225897, OR 
2339890, OR 
2218547, OR 
2145312, OR 
2217765, OR 
2227897, OR 
2327640, OR 
2333754, OR 
2233697, OR 
2300608, OR 
2148520, OR 
2319492, OR 
2319491, OR 
2217242, OR 
2217227, OR 
2223886, OR 
2321405, OR 
2333292, OR 
2237684, OR 
2145642, OR 
2232596, OR 
2242043, OR 
2315023, OR 
2328221, OR 
2149982, OR 
2315024, OR 
2316481, OR 
2316482, OR 
2316852, OR 
2316853, OR 
2307996, OR 
2140902, OR 
2231770, OR 
2129624, OR 
2347617, OR 
2149868, OR 
2225412, OR 
2140905, OR 
2226201, OR 
2227598, OR 
2145549, OR 
2330332, OR 
2140904, OR 
2305427, OR 
2334216, OR 
2328217, OR 
2228957, OR 
2209058, OR 
2201904, OR 
2228180, OR 
2133576, OR 
2133504, OR 
2153564, OR 
2336465, OR 
2234398, OR 
2229091, OR 
2312559, OR 
2338857, OR 
2227945, OR 
2239551, OR 
2223710, OR 
2327319, OR 
2247788, OR 
2317307, OR 
2238204, OR 
2146798, OR 
2342953, OR 
2217675, OR 
2315559, OR 
2334265, OR 
2332744, OR 
2221990, OR 
2204990, OR 
2242042, OR 
2217172, OR 
2334229, OR 
2229890, OR 
2316568, OR 
2412589, OR 
2319755, OR 
2146427, OR 
2243905, OR 
2331156, OR 
2319694, OR 
2238812, OR 
2326034, OR 
2338117, OR 
2231171, OR 
2319245, OR 
2322501, OR 
2243249, OR 
2148764, OR 
2140987, OR 
2308737, OR 
2305283, OR 
2225837, OR 
2314307, OR 
2215420, OR 
2219615, OR 
2302596, OR 
2314347, OR 
2155175, OR 
2150210, OR 
2209854, OR 
2308699, OR 
2324696, OR 
2244734, OR 
2219849, OR 
2317312, OR 
2221190, OR 
2224093, OR 
2231718, OR 
2327574, OR 
2216561, OR 
2336484, OR 
2317086, OR 
2143151, OR 
2315274, OR 
2145010, OR 
2318258, OR 
2318257, OR 
2318261, OR 
2318259, OR 
2318260, OR 
2212982, OR 
2227338, OR 
2205405, OR 
2225399, OR 
2325476, OR 
2311167, OR 
2326028, OR 
2347683, OR 
2223975, OR 
2410232, OR 
2210630, OR 
2223911, OR 
2326029, OR 
2326027, OR 
2217708, OR 
2217732, OR 
2323766, OR 
2402001, OR 
2201100, OR 
2323765, OR 
2411603, OR 
2324168, OR 
2216029, OR 
2151829, OR 
2325518, OR 
2319511, OR 
2239056, OR 
2230607, OR 
2232731, OR 
2324167, OR 
2316017, OR 
2320213, OR 
2305065, OR 
2313137, OR 
2401872, OR 
2313136, OR 
2316126, OR 
2323978, OR 
2323979, OR 
2323977, OR 
2144618, OR 
2314726, OR 
2153579, OR 
2306099, OR 
2310681, OR 
2330257, OR 
2323757, OR 
2244514, OR 
2323976, OR 
2142742, OR 
2207361, OR 
2349369, OR 
2230932, OR 
2046045, OR 
2233467, OR 
2401097, OR 
2326054, OR 
2330387, OR 
2225248, OR 
2201196, OR 
2213445, OR 
2221113, OR 
2401154, OR 
2142611, OR 
2316278, OR 
2242866, OR 
2225229, OR 
2346524, OR 
2237510, OR 
2323452, OR 
2210722, OR 
2331221, OR 
2201723, OR 
2228177, OR 
2207398, OR 
2137603, OR 
2328908, OR 
2230187, OR 
2321504, OR 
2244003, OR 
2334193, OR 
2337387, OR 
2137396, OR 
2228687, OR 
2236384, OR 
2143346, OR 
2207664, OR 
2150365, OR 
2144468, OR 
2243109, OR 
2227551, OR 
2221151, OR 
2141537, OR 
2241537, OR 
2340060, OR 
2339992, OR 
2147635, OR 
2228747, OR 
2238360, OR 
2317726, OR 
2218730, OR 
2409652, OR 
2215690, OR 
2326270, OR 
2325466, OR 
2308628, OR 
2238379, OR 
2225949, OR 
2237240, OR 
2335176, OR 
2228192, OR 
2228124, OR 
2207352, OR 
2207374, OR 
2317747, OR 
2154551, OR 
2325599, OR 
2309260, OR 
2244144, OR 
2234510, OR 
2229725, OR 
2150250, OR 
2318462, OR 
2324360, OR 
2243071, OR 
2337454, OR 
2222346, OR 
2331680, OR 
2152803, OR 
2316401, OR 
2318597, OR 
2207350, OR 
2229385, OR 
2229430, OR 
2320480, OR 
2150461, OR 
2214418, OR 
2223716, OR 
2218965, OR 
2321163, OR 
2215753, OR 
2150434, OR 
2314075, OR 
2321219, OR 
2327257, OR 
2301790, OR 
2422305, OR 
2331378, OR 
2150922, OR 
2238675, OR 
2330802, OR 
2310640, OR 
2225227, OR 
2152081, OR 
2331399, OR 
2304937, OR 
2154727, OR 
2145704, OR 
2239863, OR 
2331417, OR 
2213516, OR 
2151148, OR 
2243319, OR 
2331351, OR 
2316128, OR 
2331381, OR 
2331325, OR 
2239561, OR 
2306048, OR 
2246350, OR 
2244380, OR 
2331364, OR 
2331440, OR 
2333959, OR 
2225630, OR 
2130239, OR 
2321385, OR 
2306104, OR 
2244488, OR 
2149059, OR 
2231202, OR 
2309583, OR 
2319669, OR 
2130381, OR 
2227467, OR 
2227509, OR 
2222572, OR 
2318559, OR 
2229535, OR 
2236320, OR 
2316223, OR 
2239205, OR 
2144985, OR 
2214168, OR 
2231659, OR 
2210637, OR 
2233191, OR 
2145890, OR 
2226589, OR 
2344983, OR 
2237902, OR 
2333494, OR 
2238373, OR 
2244052, OR 
2238712, OR 
2130323, OR 
2130255, OR 
2130222, OR 
2130286, OR 
2237739, OR 
2238446, OR 
2238537, OR 
2337063, OR 
2206540, OR 
2141289, OR 
2317552, OR 
2150449, OR 
2155037, OR 
2231710, OR 
2320270, OR 
2339911, OR 
2334298, OR 
2138243, OR 
2217766, OR 
2232235, OR 
2046856, OR 
2243317, OR 
2209688, OR 
2337064, OR 
2324915, OR 
2209751, OR 
2247157, OR 
2235810, OR 
2235819, OR 
2236073, OR 
2140660, OR 
2415774, OR 
2239646, OR 
2204309, OR 
2300323, OR 
2230790, OR 
2235808, OR 
2239824, OR 
2236587, OR 
2238743, OR 
2342748, OR 
2342747, OR 
2342746, OR 
2224674, OR 
2224675, OR 
2200169, OR 
2318887, OR 
2201928, OR 
2228706, OR 
2145412, OR 
2302773, OR 
2325619, OR 
2155133, OR 
2322330, OR 
2150390, OR 
2218622, OR 
2339678, OR 
2244278, OR 
2340964, OR 
2323111, OR 
2226577, OR 
2414428, OR 
2302155, OR 
2152492, OR 
2213066, OR 
2224594, OR 
2224593, OR 
2328260, OR 
2301992, OR 
2217741, OR 
2236654, OR 
2222038, OR 
2306098, OR 
2311292, OR 
2147375, OR 
2150488, OR 
2244549, OR 
2308509, OR 
2221203, OR 
2228205, OR 
2153337, OR 
2235337, OR 
2235644, OR 
2234073, OR 
2234074, OR 
2234071, OR 
2243106, OR 
2243108, OR 
2243107, OR 
2239481, OR 
2225199, OR 
2335995, OR 
2217753, OR 
2316242, OR 
2238389, OR 
2238060, OR 
2309905, OR 
2226604, OR 
2240008, OR 
2219400, OR 
2239021, OR 
2336906, OR 
2336907, OR 
2306334, OR 
2331218, OR 
2306489, OR 
2341945, OR 
2225854, OR 
2243461, OR 
2243462, OR 
2244396, OR 
2325700, OR 
2244165, OR 
2243822, OR 
2244462, OR 
2152562, OR 
2136198, OR 
2328610, OR 
2244272, OR 
2145835, OR 
2318585, OR 
2228633, OR 
2332419, OR 
2219510, OR 
2140373, OR 
2308299, OR 
2217792, OR 
2228667, OR 
2307933, OR 
2309867, OR 
2311210, OR 
2243018, OR 
2243017, OR 
2231416, OR 
2243020, OR 
2239550, OR 
2234911, OR 
2234910, OR 
2310991, OR 
2310990, OR 
2300164, OR 
2300166, OR 
2300165, OR 
2241455, OR 
2241456, OR 
2241457, OR 
2234868, OR 
2314237, OR 
2330583, OR 
2141538, OR 
2216519, OR 
2223495, OR 
2149705, OR 
2153799, OR 
2336627, OR 
2242605, OR 
2337877, OR 
2345433, OR 
2217811, OR 
2236618, OR 
2235744, OR 
2225608, OR 
2348688, OR 
2329420, OR 
2216526, OR 
2401183, OR 
2219864, OR 
2226200, OR 
2221824, OR 
2244162, OR 
2315385, OR 
2227285, OR 
2212017, OR 
2322920, OR 
2321283, OR 
2244574, OR 
2244164, OR 
2244366, OR 
2304197, OR 
2239038, OR 
2242763, OR 
2319427, OR 
2307376, OR 
2239348, OR 
2236773, OR 
2235583, OR 
2315178, OR 
2313746, OR 
2313754, OR 
2328096, OR 
2339093, OR 
2150191, OR 
2207448, OR 
2327411, OR 
2342876, OR 
2339679, OR 
2314424, OR 
2337344, OR 
2333229, OR 
2412676, OR 
2310086, OR 
2331639, OR 
2331283, OR 
2240844, OR 
2318301, OR 
2318302, OR 
2234961, OR 
2237761, OR 
2121326, OR 
2303907, OR 
2401278, OR 
2232776, OR 
2308724, OR 
2224354, OR 
2219416, OR 
2244317, OR 
2300188, OR 
2318381, OR 
2318383, OR 
2327314, OR 
2316254, OR 
2153695, OR 
2318382, OR 
2331050, OR 
2239169, OR 
2152561, OR 
2325042, OR 
2317553, OR 
2146130, OR 
2318380, OR 
2345652, OR 
2236277, OR 
2146669, OR 
2214749, OR 
2314759, OR 
2314239, OR 
2315095, OR 
2223273, OR 
2324183, OR 
2320884, OR 
2334406, OR 
2221587, OR 
2241814, OR 
2155144, OR 
2214992, OR 
2150143, OR 
2339898, OR 
2324459, OR 
2215186, OR 
2300024, OR 
2410953, OR 
2202107, OR 
2322335, OR 
2315041, OR 
2209691, OR 
2221102, OR 
2143145, OR 
2213272, OR 
2315043, OR 
2322067, OR 
2202882, OR 
2315165, OR 
2317983, OR 
2317984, OR 
2317985, OR 
2209902, OR 
2336233, OR 
2204703, OR 
2316003, OR 
2221331, OR 
2221335, OR 
2322085, OR 
2318513, OR 
2233343, OR 
2221337, OR 
2321090, OR 
2320952, OR 
2320953, OR 
2331578, OR 
2311632, OR 
2310386, OR 
2315148, OR 
2312833, OR 
2204957, OR 
2144978, OR 
2206057, OR 
2230412, OR 
2243003, OR 
2141291, OR 
2315574, OR 
2225314, OR 
2237543, OR 
2223251, OR 
2222468, OR 
2137223, OR 
2418876, OR 
2211835, OR 
2209662, OR 
2216780, OR 
2244014, OR 
2121429, OR 
2201075, OR 
2340016, OR 
2143788, OR 
2328112, OR 
2139716, OR 
2401558, OR 
2221574, OR 
2151006, OR 
2136210, OR 
2239782, OR 
2315197, OR 
2315198, OR 
2315199, OR 
2221012, OR 
2221694, OR 
2314653, OR 
2312925, OR 
2147483, OR 
2228703, OR 
2315277, OR 
2339462, OR 
2228767, OR 
2344232, OR 
2224610, OR 
2244254, OR 
2336806, OR 
2335047, OR 
2309885, OR 
2243810, OR 
2318385, OR 
2318384, OR 
2314433, OR 
2306177, OR 
2045937, OR 
2312835, OR 
2210861, OR 
2336409, OR 
2216268, OR 
2329490, OR 
2243351, OR 
2332143, OR 
2153676, OR 
2221177, OR 
2337027, OR 
2233694, OR 
2318707, OR 
2337028, OR 
2246348, OR 
2221187, OR 
2318708, OR 
2241535, OR 
2144216, OR 
2320120, OR 
2344563, OR 
2315950, OR 
2310939, OR 
2341110, OR 
2328080, OR 
2124841, OR 
2402141, OR 
2334951, OR 
2316197, OR 
2334952, OR 
2334955, OR 
2240023, OR 
2232912, OR 
2334953, OR 
2334954, OR 
2326731, OR 
2134768, OR 
2326732, OR 
2326733, OR 
2224545, OR 
2337322, OR 
2204324, OR 
2316811, OR 
2336652, OR 
2339669, OR 
2336391, OR 
2315259, OR 
2329471, OR 
2243923, OR 
2214726, OR 
2341058, OR 
2322792, OR 
2321990, OR 
2327827, OR 
2231482, OR 
2323312, OR 
2302628, OR 
2144534, OR 
2241704, OR 
2238667, OR 
2236596, OR 
2336193, OR 
2322771, OR 
2302127, OR 
2339243, OR 
2340029, OR 
2338556, OR 
2302101, OR 
2300385, OR 
2243118, OR 
2214955, OR 
2312360, OR 
2224826, OR 
2311383, OR 
2307424, OR 
2221931, OR 
2337878, OR 
2308708, OR 
2222713, OR 
2150076, OR 
2236940, OR 
2333294, OR 
2322299, OR 
2149223, OR 
2214972, OR 
2322782, OR 
2322446, OR 
2205006, OR 
2244673, OR 
2247807, OR 
2238066, OR 
2311311, OR 
2328742, OR 
2337987, OR 
2216659, OR 
2243409, OR 
2322416, OR 
NA, OR 
